Indicator,PUBLISH STATES,Year,WHO region,World Bank income group,Country,Sex,Display Value,Numeric
Life expectancy at birth (years),Published,2015,Europe,,Portugal,Male,77.9,77.92036
Life expectancy at birth (years),Published,2015,Europe,,Portugal,Female,83.7,83.66529
Life expectancy at birth (years),Published,2019,Europe,,Portugal,Both sexes,81.6,81.57421
Life expectancy at birth (years),Published,2019,Americas,,Paraguay,Male,73.1,73.0798
Life expectancy at birth (years),Published,2019,Americas,,Paraguay,Female,78.8,78.84635
Life expectancy at birth (years),Published,2019,Americas,,Paraguay,Both sexes,75.8,75.80984
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Qatar,Male,78,78.02834
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Qatar,Female,76.6,76.62833
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Afghanistan,Male,54.6,54.57449
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Afghanistan,Female,55.4,55.41726
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Afghanistan,Both sexes,55,54.98949
Life expectancy at birth (years),Published,2000,Africa,,Angola,Male,46.8,46.77004
Life expectancy at birth (years),Published,2000,Africa,,Angola,Female,52.1,52.12018
Life expectancy at birth (years),Published,2000,Africa,,Angola,Both sexes,49.3,49.30265
Life expectancy at birth (years),Published,2010,Europe,,Albania,Male,74.2,74.23331
Life expectancy at birth (years),Published,2010,Europe,,Albania,Female,78.3,78.31106
Life expectancy at birth (years),Published,2010,Europe,,Albania,Both sexes,76.2,76.24688
Life expectancy at birth (years),Published,2010,Eastern Mediterranean,,United Arab Emirates,Male,73.9,73.86103
Life expectancy at birth (years),Published,2010,Eastern Mediterranean,,United Arab Emirates,Female,77.4,77.39238
Life expectancy at birth (years),Published,2015,Eastern Mediterranean,,United Arab Emirates,Both sexes,75.3,75.31077
Life expectancy at birth (years),Published,2015,Americas,,Argentina,Male,72.9,72.91711
Life expectancy at birth (years),Published,2015,Americas,,Argentina,Female,79.3,79.29972
Life expectancy at birth (years),Published,2015,Americas,,Argentina,Both sexes,76.2,76.16682
Life expectancy at birth (years),Published,2015,Europe,,Armenia,Male,70.9,70.88089
Life expectancy at birth (years),Published,2015,Europe,,Armenia,Female,77.8,77.83168
Life expectancy at birth (years),Published,2019,Europe,,Armenia,Both sexes,76,76.02519
Life expectancy at birth (years),Published,2019,Americas,,Antigua and Barbuda,Male,74.9,74.88465
Life expectancy at birth (years),Published,2019,Americas,,Antigua and Barbuda,Female,78,77.9584
Life expectancy at birth (years),Published,2019,Americas,,Antigua and Barbuda,Both sexes,76.5,76.45393
Life expectancy at birth (years),Published,2019,Western Pacific,,Australia,Male,81.3,81.2524
Life expectancy at birth (years),Published,2019,Western Pacific,,Australia,Female,84.8,84.84017
Life expectancy at birth (years),Published,2000,Western Pacific,,Australia,Both sexes,79.7,79.69334
Life expectancy at birth (years),Published,2000,Europe,,Austria,Male,75.1,75.09416
Life expectancy at birth (years),Published,2000,Europe,,Austria,Female,81,80.98243
Life expectancy at birth (years),Published,2000,Europe,,Austria,Both sexes,78.2,78.16925
Life expectancy at birth (years),Published,2000,Europe,,Azerbaijan,Male,62.6,62.57429
Life expectancy at birth (years),Published,2000,Europe,,Azerbaijan,Female,68.5,68.4967
Life expectancy at birth (years),Published,2010,Europe,,Azerbaijan,Both sexes,69,69.02677
Life expectancy at birth (years),Published,2010,Africa,,Burundi,Male,56.9,56.85909
Life expectancy at birth (years),Published,2010,Africa,,Burundi,Female,60.3,60.31611
Life expectancy at birth (years),Published,2010,Africa,,Burundi,Both sexes,58.6,58.59703
Life expectancy at birth (years),Published,2010,Europe,,Belgium,Male,77.2,77.23535
Life expectancy at birth (years),Published,2010,Europe,,Belgium,Female,82.4,82.37853
Life expectancy at birth (years),Published,2015,Europe,,Belgium,Both sexes,80.7,80.71184
Life expectancy at birth (years),Published,2015,Africa,,Benin,Male,59.7,59.66497
Life expectancy at birth (years),Published,2015,Africa,,Benin,Female,64.2,64.24706
Life expectancy at birth (years),Published,2015,Africa,,Benin,Both sexes,62,61.96257
Life expectancy at birth (years),Published,2015,Africa,,Burkina Faso,Male,58.2,58.24176
Life expectancy at birth (years),Published,2019,Africa,,Burkina Faso,Female,65.2,65.22655
Life expectancy at birth (years),Published,2019,Africa,,Burkina Faso,Both sexes,62.7,62.7035
Life expectancy at birth (years),Published,2019,South-East Asia,,Bangladesh,Male,73,72.99429
Life expectancy at birth (years),Published,2019,South-East Asia,,Bangladesh,Female,75.6,75.63741
Life expectancy at birth (years),Published,2019,South-East Asia,,Bangladesh,Both sexes,74.3,74.25471
Life expectancy at birth (years),Published,2019,Europe,,Bulgaria,Male,71.6,71.64895
Life expectancy at birth (years),Published,2000,Europe,,Bulgaria,Both sexes,71.6,71.60985
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Bahrain,Male,69.5,69.54983
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Bahrain,Female,71.8,71.77354
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Bahrain,Both sexes,70.5,70.46838
Life expectancy at birth (years),Published,2000,Americas,,Bahamas,Male,67.6,67.63697
Life expectancy at birth (years),Published,2000,Americas,,Bahamas,Female,74.2,74.19233
Life expectancy at birth (years),Published,2010,Americas,,Bahamas,Female,76.3,76.25388
Life expectancy at birth (years),Published,2010,Americas,,Bahamas,Both sexes,73,72.95849
Life expectancy at birth (years),Published,2010,Europe,,Bosnia and Herzegovina,Male,73.8,73.84852
Life expectancy at birth (years),Published,2010,Europe,,Bosnia and Herzegovina,Female,78.5,78.46719
Life expectancy at birth (years),Published,2010,Europe,,Bosnia and Herzegovina,Both sexes,76.2,76.18808
Life expectancy at birth (years),Published,2010,Europe,,Belarus,Male,64.5,64.54675
Life expectancy at birth (years),Published,2015,Europe,,Belarus,Female,78.8,78.79088
Life expectancy at birth (years),Published,2015,Europe,,Belarus,Both sexes,73.8,73.81525
Life expectancy at birth (years),Published,2015,Americas,,Belize,Male,71.1,71.13895
Life expectancy at birth (years),Published,2015,Americas,,Belize,Female,77.3,77.29343
Life expectancy at birth (years),Published,2015,Americas,,Belize,Both sexes,74,74.04993
Life expectancy at birth (years),Published,2015,Americas,,Bolivia (Plurinational State of),Male,70.6,70.59274
Life expectancy at birth (years),Published,2019,Americas,,Bolivia (Plurinational State of),Female,73.1,73.13363
Life expectancy at birth (years),Published,2019,Americas,,Bolivia (Plurinational State of),Both sexes,72.1,72.13765
Life expectancy at birth (years),Published,2019,Americas,,Brazil,Male,72.4,72.4481
Life expectancy at birth (years),Published,2019,Americas,,Brazil,Female,79.4,79.38875
Life expectancy at birth (years),Published,2019,Americas,,Brazil,Both sexes,75.9,75.90331
Life expectancy at birth (years),Published,2019,Americas,,Barbados,Male,74.3,74.32362
Life expectancy at birth (years),Published,2000,Americas,,Barbados,Female,76.7,76.71597
Life expectancy at birth (years),Published,2000,Americas,,Barbados,Both sexes,74.5,74.49873
Life expectancy at birth (years),Published,2000,Western Pacific,,Brunei Darussalam,Male,70.9,70.8608
Life expectancy at birth (years),Published,2000,Western Pacific,,Brunei Darussalam,Female,73.7,73.68493
Life expectancy at birth (years),Published,2000,Western Pacific,,Brunei Darussalam,Both sexes,72.2,72.20396
Life expectancy at birth (years),Published,2000,South-East Asia,,Bhutan,Male,64.9,64.88332
Life expectancy at birth (years),Published,2010,South-East Asia,,Bhutan,Female,72.3,72.34988
Life expectancy at birth (years),Published,2010,South-East Asia,,Bhutan,Both sexes,71,71.00534
Life expectancy at birth (years),Published,2010,Africa,,Botswana,Male,55.1,55.14339
Life expectancy at birth (years),Published,2010,Africa,,Botswana,Female,61.4,61.35551
Life expectancy at birth (years),Published,2010,Africa,,Botswana,Both sexes,58.1,58.1373
Life expectancy at birth (years),Published,2010,Africa,,Central African Republic,Male,46.7,46.69299
Life expectancy at birth (years),Published,2015,Africa,,Central African Republic,Male,48.2,48.1875
Life expectancy at birth (years),Published,2015,Africa,,Central African Republic,Female,53,53.03206
Life expectancy at birth (years),Published,2015,Africa,,Central African Republic,Both sexes,50.5,50.53056
Life expectancy at birth (years),Published,2015,Americas,,Canada,Male,79.9,79.8774
Life expectancy at birth (years),Published,2015,Americas,,Canada,Female,83.6,83.58485
Life expectancy at birth (years),Published,2015,Americas,,Canada,Both sexes,81.8,81.75909
Life expectancy at birth (years),Published,2019,Europe,,Switzerland,Male,81.8,81.75073
Life expectancy at birth (years),Published,2019,Europe,,Switzerland,Female,85.1,85.07654
Life expectancy at birth (years),Published,2019,Europe,,Switzerland,Both sexes,83.4,83.44616
Life expectancy at birth (years),Published,2019,Americas,,Chile,Male,78.1,78.08552
Life expectancy at birth (years),Published,2019,Americas,,Chile,Female,83.2,83.24642
Life expectancy at birth (years),Published,2019,Americas,,Chile,Both sexes,80.7,80.73621
Life expectancy at birth (years),Published,2000,Western Pacific,,China,Female,74.2,74.15446
Life expectancy at birth (years),Published,2000,Western Pacific,,China,Both sexes,71.6,71.58401
Life expectancy at birth (years),Published,2000,Africa,,Côte d'Ivoire,Male,48.9,48.9357
Life expectancy at birth (years),Published,2000,Africa,,Côte d'Ivoire,Female,52.3,52.30949
Life expectancy at birth (years),Published,2000,Africa,,Côte d'Ivoire,Both sexes,50.3,50.33079
Life expectancy at birth (years),Published,2000,Africa,,Cameroon,Male,51.3,51.34163
Life expectancy at birth (years),Published,2010,Africa,,Cameroon,Male,55.1,55.09486
Life expectancy at birth (years),Published,2010,Africa,,Cameroon,Female,58.1,58.09284
Life expectancy at birth (years),Published,2010,Africa,,Cameroon,Both sexes,56.6,56.58267
Life expectancy at birth (years),Published,2010,Africa,,Democratic Republic of the Congo,Male,55.6,55.64806
Life expectancy at birth (years),Published,2010,Africa,,Democratic Republic of the Congo,Female,59.4,59.42277
Life expectancy at birth (years),Published,2010,Africa,,Democratic Republic of the Congo,Both sexes,57.5,57.50722
Life expectancy at birth (years),Published,2015,Africa,,Congo,Male,62.6,62.56468
Life expectancy at birth (years),Published,2015,Africa,,Congo,Female,63.6,63.59293
Life expectancy at birth (years),Published,2015,Africa,,Congo,Both sexes,63.1,63.11351
Life expectancy at birth (years),Published,2015,Americas,,Colombia,Male,75.6,75.63147
Life expectancy at birth (years),Published,2015,Americas,,Colombia,Female,81,81.01265
Life expectancy at birth (years),Published,2015,Americas,,Colombia,Both sexes,78.4,78.35336
Life expectancy at birth (years),Published,2019,Africa,,Comoros,Male,65.9,65.9165
Life expectancy at birth (years),Published,2019,Africa,,Comoros,Female,68.9,68.88187
Life expectancy at birth (years),Published,2019,Africa,,Comoros,Both sexes,67.4,67.3913
Life expectancy at birth (years),Published,2019,Africa,,Cabo Verde,Male,69.9,69.8988
Life expectancy at birth (years),Published,2019,Africa,,Cabo Verde,Female,77.9,77.93941
Life expectancy at birth (years),Published,2000,Americas,,Costa Rica,Male,75.5,75.47218
Life expectancy at birth (years),Published,2000,Americas,,Costa Rica,Female,80.6,80.63433
Life expectancy at birth (years),Published,2000,Americas,,Costa Rica,Both sexes,78,78.00478
Life expectancy at birth (years),Published,2000,Americas,,Cuba,Male,74.6,74.58501
Life expectancy at birth (years),Published,2000,Americas,,Cuba,Female,79,79.03805
Life expectancy at birth (years),Published,2000,Americas,,Cuba,Both sexes,76.8,76.76054
Life expectancy at birth (years),Published,2010,Europe,,Cyprus,Male,78.9,78.92952
Life expectancy at birth (years),Published,2010,Europe,,Cyprus,Female,83.1,83.09668
Life expectancy at birth (years),Published,2010,Europe,,Cyprus,Both sexes,81,81.01904
Life expectancy at birth (years),Published,2010,Europe,,Czechia,Male,74.4,74.41394
Life expectancy at birth (years),Published,2010,Europe,,Czechia,Female,80.7,80.65443
Life expectancy at birth (years),Published,2010,Europe,,Czechia,Both sexes,77.6,77.56047
Life expectancy at birth (years),Published,2015,Europe,,Czechia,Both sexes,78.5,78.45764
Life expectancy at birth (years),Published,2015,Europe,,Germany,Male,78.1,78.11604
Life expectancy at birth (years),Published,2015,Europe,,Germany,Female,82.7,82.71346
Life expectancy at birth (years),Published,2015,Europe,,Germany,Both sexes,80.4,80.42174
Life expectancy at birth (years),Published,2015,Eastern Mediterranean,,Djibouti,Male,62.8,62.83549
Life expectancy at birth (years),Published,2015,Eastern Mediterranean,,Djibouti,Female,66.6,66.61913
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Djibouti,Both sexes,65.8,65.81488
Life expectancy at birth (years),Published,2019,Europe,,Denmark,Male,79.6,79.58591
Life expectancy at birth (years),Published,2019,Europe,,Denmark,Female,83,83.02058
Life expectancy at birth (years),Published,2019,Europe,,Denmark,Both sexes,81.3,81.31571
Life expectancy at birth (years),Published,2019,Americas,,Dominican Republic,Male,69.8,69.75737
Life expectancy at birth (years),Published,2019,Americas,,Dominican Republic,Female,76.2,76.19289
Life expectancy at birth (years),Published,2000,Africa,,Algeria,Male,70.9,70.93523
Life expectancy at birth (years),Published,2000,Africa,,Algeria,Female,73.5,73.53922
Life expectancy at birth (years),Published,2000,Africa,,Algeria,Both sexes,72.2,72.21101
Life expectancy at birth (years),Published,2000,Americas,,Ecuador,Male,71.9,71.91291
Life expectancy at birth (years),Published,2000,Americas,,Ecuador,Female,77.3,77.27205
Life expectancy at birth (years),Published,2010,Americas,,Ecuador,Both sexes,75,75.02002
Life expectancy at birth (years),Published,2010,Eastern Mediterranean,,Egypt,Male,67.8,67.81892
Life expectancy at birth (years),Published,2010,Eastern Mediterranean,,Egypt,Female,72.7,72.69277
Life expectancy at birth (years),Published,2010,Eastern Mediterranean,,Egypt,Both sexes,70.2,70.1955
Life expectancy at birth (years),Published,2010,Africa,,Eritrea,Male,57.8,57.78076
Life expectancy at birth (years),Published,2010,Africa,,Eritrea,Female,64,63.96805
Life expectancy at birth (years),Published,2015,Africa,,Eritrea,Both sexes,62.3,62.29015
Life expectancy at birth (years),Published,2015,Europe,,Spain,Male,79.7,79.66458
Life expectancy at birth (years),Published,2015,Europe,,Spain,Female,84.9,84.93915
Life expectancy at birth (years),Published,2015,Europe,,Spain,Both sexes,82.3,82.33084
Life expectancy at birth (years),Published,2015,Europe,,Estonia,Male,73,73.02783
Life expectancy at birth (years),Published,2015,Europe,,Estonia,Female,81.7,81.70759
Life expectancy at birth (years),Published,2019,Europe,,Estonia,Female,82.6,82.60069
Life expectancy at birth (years),Published,2019,Europe,,Estonia,Both sexes,78.9,78.87813
Life expectancy at birth (years),Published,2019,Africa,,Ethiopia,Male,66.9,66.89559
Life expectancy at birth (years),Published,2019,Africa,,Ethiopia,Female,70.5,70.52014
Life expectancy at birth (years),Published,2019,Africa,,Ethiopia,Both sexes,68.7,68.6994
Life expectancy at birth (years),Published,2019,Europe,,Finland,Male,79.2,79.15776
Life expectancy at birth (years),Published,2000,Europe,,Finland,Both sexes,77.6,77.59772
Life expectancy at birth (years),Published,2000,Western Pacific,,Fiji,Male,63.7,63.68639
Life expectancy at birth (years),Published,2000,Western Pacific,,Fiji,Female,68.4,68.4288
Life expectancy at birth (years),Published,2000,Western Pacific,,Fiji,Both sexes,65.9,65.89899
Life expectancy at birth (years),Published,2000,Europe,,France,Male,75.2,75.23779
Life expectancy at birth (years),Published,2000,Europe,,France,Female,82.5,82.51837
Life expectancy at birth (years),Published,2010,Europe,,France,Both sexes,81.2,81.21869
Life expectancy at birth (years),Published,2010,Western Pacific,,Micronesia (Federated States of),Male,60,60.01329
Life expectancy at birth (years),Published,2010,Western Pacific,,Micronesia (Federated States of),Female,65.6,65.6123
Life expectancy at birth (years),Published,2010,Western Pacific,,Micronesia (Federated States of),Both sexes,62.7,62.66982
Life expectancy at birth (years),Published,2010,Africa,,Gabon,Male,60.1,60.12144
Life expectancy at birth (years),Published,2010,Africa,,Gabon,Female,64.3,64.2548
Life expectancy at birth (years),Published,2015,Africa,,Gabon,Female,68.1,68.09052
Life expectancy at birth (years),Published,2015,Africa,,Gabon,Both sexes,64.9,64.93317
Life expectancy at birth (years),Published,2015,Europe,,United Kingdom of Great Britain and Northern Ireland,Male,78.9,78.93338
Life expectancy at birth (years),Published,2015,Europe,,United Kingdom of Great Britain and Northern Ireland,Female,82.3,82.34264
Life expectancy at birth (years),Published,2015,Europe,,United Kingdom of Great Britain and Northern Ireland,Both sexes,80.7,80.65246
Life expectancy at birth (years),Published,2015,Europe,,Georgia,Male,68.2,68.2441
Life expectancy at birth (years),Published,2019,Europe,,Georgia,Female,77.8,77.76276
Life expectancy at birth (years),Published,2019,Europe,,Georgia,Both sexes,73.3,73.2812
Life expectancy at birth (years),Published,2019,Africa,,Ghana,Male,63.7,63.66003
Life expectancy at birth (years),Published,2019,Africa,,Ghana,Female,69.2,69.16389
Life expectancy at birth (years),Published,2019,Africa,,Ghana,Both sexes,66.3,66.27741
Life expectancy at birth (years),Published,2019,Africa,,Guinea,Male,59.5,59.47763
Life expectancy at birth (years),Published,2000,Africa,,Guinea,Both sexes,54.3,54.25539
Life expectancy at birth (years),Published,2000,Africa,,Gambia,Male,57.2,57.17085
Life expectancy at birth (years),Published,2000,Africa,,Gambia,Female,61.6,61.62589
Life expectancy at birth (years),Published,2000,Africa,,Gambia,Both sexes,59.2,59.24446
Life expectancy at birth (years),Published,2000,Africa,,Guinea-Bissau,Male,47.8,47.7679
Life expectancy at birth (years),Published,2010,Africa,,Guinea-Bissau,Female,57.7,57.6849
Life expectancy at birth (years),Published,2010,Africa,,Guinea-Bissau,Both sexes,55.4,55.43303
Life expectancy at birth (years),Published,2010,Africa,,Equatorial Guinea,Male,59.8,59.75115
Life expectancy at birth (years),Published,2010,Africa,,Equatorial Guinea,Female,59.1,59.12447
Life expectancy at birth (years),Published,2010,Africa,,Equatorial Guinea,Both sexes,59.7,59.65091
Life expectancy at birth (years),Published,2010,Europe,,Greece,Male,77.5,77.52268
Life expectancy at birth (years),Published,2015,Europe,,Greece,Female,82.9,82.93676
Life expectancy at birth (years),Published,2015,Europe,,Greece,Both sexes,80.4,80.37633
Life expectancy at birth (years),Published,2015,Americas,,Grenada,Male,70.4,70.44291
Life expectancy at birth (years),Published,2015,Americas,,Grenada,Female,75.1,75.14696
Life expectancy at birth (years),Published,2015,Americas,,Grenada,Both sexes,72.7,72.69942
Life expectancy at birth (years),Published,2015,Americas,,Guatemala,Male,67.8,67.84525
Life expectancy at birth (years),Published,2019,Americas,,Guatemala,Male,69,68.95307
Life expectancy at birth (years),Published,2019,Americas,,Guatemala,Female,75,75.04476
Life expectancy at birth (years),Published,2019,Americas,,Guatemala,Both sexes,72,72.01939
Life expectancy at birth (years),Published,2019,Americas,,Guyana,Male,62.5,62.45273
Life expectancy at birth (years),Published,2019,Americas,,Guyana,Female,69.4,69.39328
Life expectancy at birth (years),Published,2019,Americas,,Guyana,Both sexes,65.7,65.6929
Life expectancy at birth (years),Published,2000,Americas,,Honduras,Female,71,71.02383
Life expectancy at birth (years),Published,2000,Americas,,Honduras,Both sexes,70,70.03738
Life expectancy at birth (years),Published,2000,Europe,,Croatia,Male,70.7,70.73512
Life expectancy at birth (years),Published,2000,Europe,,Croatia,Female,77.9,77.88135
Life expectancy at birth (years),Published,2000,Europe,,Croatia,Both sexes,74.4,74.3574
Life expectancy at birth (years),Published,2000,Americas,,Haiti,Male,57,56.96631
Life expectancy at birth (years),Published,2010,Americas,,Haiti,Female,35.4,35.37344
Life expectancy at birth (years),Published,2010,Americas,,Haiti,Both sexes,31.3,31.2792
Life expectancy at birth (years),Published,2010,Europe,,Hungary,Male,70.6,70.62834
Life expectancy at birth (years),Published,2010,Europe,,Hungary,Female,78.4,78.35072
Life expectancy at birth (years),Published,2010,Europe,,Hungary,Both sexes,74.6,74.576
Life expectancy at birth (years),Published,2015,South-East Asia,,Indonesia,Male,68.8,68.76977
Life expectancy at birth (years),Published,2015,South-East Asia,,Indonesia,Female,72.5,72.504
Life expectancy at birth (years),Published,2015,South-East Asia,,Indonesia,Both sexes,70.6,70.60569
Life expectancy at birth (years),Published,2015,South-East Asia,,India,Male,68.1,68.10913
Life expectancy at birth (years),Published,2015,South-East Asia,,India,Female,70.6,70.61754
Life expectancy at birth (years),Published,2015,South-East Asia,,India,Both sexes,69.3,69.31467
Life expectancy at birth (years),Published,2019,Europe,,Ireland,Male,80.2,80.19894
Life expectancy at birth (years),Published,2019,Europe,,Ireland,Female,83.5,83.47723
Life expectancy at birth (years),Published,2019,Europe,,Ireland,Both sexes,81.8,81.84092
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Iran (Islamic Republic of),Male,75.7,75.694
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Iran (Islamic Republic of),Female,79.1,79.09346
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Iran (Islamic Republic of),Both sexes,77.3,77.34517
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Iraq,Male,66.4,66.43359
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Iraq,Female,71.3,71.25191
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Iraq,Both sexes,68.8,68.77211
Life expectancy at birth (years),Published,2000,Europe,,Iceland,Male,77.7,77.74491
Life expectancy at birth (years),Published,2000,Europe,,Iceland,Female,81.6,81.63809
Life expectancy at birth (years),Published,2000,Europe,,Iceland,Both sexes,79.7,79.70157
Life expectancy at birth (years),Published,2010,Europe,,Israel,Male,79.6,79.61967
Life expectancy at birth (years),Published,2010,Europe,,Israel,Female,83.3,83.34052
Life expectancy at birth (years),Published,2010,Europe,,Israel,Both sexes,81.6,81.55505
Life expectancy at birth (years),Published,2010,Europe,,Italy,Male,79.4,79.37474
Life expectancy at birth (years),Published,2010,Europe,,Italy,Female,84.2,84.22002
Life expectancy at birth (years),Published,2010,Europe,,Italy,Both sexes,81.9,81.89587
Life expectancy at birth (years),Published,2015,Americas,,Jamaica,Male,74.1,74.10396
Life expectancy at birth (years),Published,2015,Americas,,Jamaica,Female,77.7,77.713
Life expectancy at birth (years),Published,2015,Americas,,Jamaica,Both sexes,75.9,75.85057
Life expectancy at birth (years),Published,2015,Eastern Mediterranean,,Jordan,Male,77,76.95224
Life expectancy at birth (years),Published,2015,Eastern Mediterranean,,Jordan,Female,78.8,78.76654
Life expectancy at birth (years),Published,2015,Eastern Mediterranean,,Jordan,Both sexes,77.8,77.8223
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Jordan,Both sexes,77.9,77.87197
Life expectancy at birth (years),Published,2019,Western Pacific,,Japan,Male,81.5,81.48871
Life expectancy at birth (years),Published,2019,Western Pacific,,Japan,Female,86.9,86.93782
Life expectancy at birth (years),Published,2019,Western Pacific,,Japan,Both sexes,84.3,84.26138
Life expectancy at birth (years),Published,2019,Europe,,Kazakhstan,Male,70,69.97667
Life expectancy at birth (years),Published,2019,Europe,,Kazakhstan,Female,77.6,77.61427
Life expectancy at birth (years),Published,2000,Africa,,Kenya,Male,52.8,52.84553
Life expectancy at birth (years),Published,2000,Africa,,Kenya,Female,54.9,54.91045
Life expectancy at birth (years),Published,2000,Africa,,Kenya,Both sexes,53.9,53.87265
Life expectancy at birth (years),Published,2000,Europe,,Kyrgyzstan,Male,61.9,61.94992
Life expectancy at birth (years),Published,2000,Europe,,Kyrgyzstan,Female,70.2,70.18462
Life expectancy at birth (years),Published,2000,Europe,,Kyrgyzstan,Both sexes,66,65.9502
Life expectancy at birth (years),Published,2010,Western Pacific,,Cambodia,Male,64.2,64.19041
Life expectancy at birth (years),Published,2010,Western Pacific,,Cambodia,Female,70,70.01144
Life expectancy at birth (years),Published,2010,Western Pacific,,Cambodia,Both sexes,67.2,67.21539
Life expectancy at birth (years),Published,2010,Western Pacific,,Kiribati,Male,54.8,54.75263
Life expectancy at birth (years),Published,2010,Western Pacific,,Kiribati,Female,61.4,61.39478
Life expectancy at birth (years),Published,2015,Western Pacific,,Kiribati,Both sexes,58.2,58.19797
Life expectancy at birth (years),Published,2015,Western Pacific,,Republic of Korea,Male,79,79.03379
Life expectancy at birth (years),Published,2015,Western Pacific,,Republic of Korea,Female,85.1,85.12067
Life expectancy at birth (years),Published,2015,Western Pacific,,Republic of Korea,Both sexes,82.2,82.20299
Life expectancy at birth (years),Published,2015,Eastern Mediterranean,,Kuwait,Male,79.5,79.4603
Life expectancy at birth (years),Published,2015,Eastern Mediterranean,,Kuwait,Female,83.8,83.84083
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Kuwait,Both sexes,81,80.96625
Life expectancy at birth (years),Published,2019,Western Pacific,,Lao People's Democratic Republic,Male,66.2,66.19006
Life expectancy at birth (years),Published,2019,Western Pacific,,Lao People's Democratic Republic,Female,70.9,70.94746
Life expectancy at birth (years),Published,2019,Western Pacific,,Lao People's Democratic Republic,Both sexes,68.5,68.51331
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Lebanon,Male,74,74.02618
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Lebanon,Female,79.2,79.15109
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Lebanon,Both sexes,74.6,74.61004
Life expectancy at birth (years),Published,2000,Africa,,Liberia,Male,52.9,52.89455
Life expectancy at birth (years),Published,2000,Africa,,Liberia,Female,54.7,54.67349
Life expectancy at birth (years),Published,2000,Africa,,Liberia,Both sexes,53.8,53.77378
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Libya,Male,72.7,72.69602
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Libya,Female,76.3,76.27586
Life expectancy at birth (years),Published,2010,Eastern Mediterranean,,Libya,Both sexes,76,76.03725
Life expectancy at birth (years),Published,2010,Americas,,Saint Lucia,Male,71.9,71.85686
Life expectancy at birth (years),Published,2010,Americas,,Saint Lucia,Female,78.9,78.87186
Life expectancy at birth (years),Published,2010,Americas,,Saint Lucia,Both sexes,75.2,75.1967
Life expectancy at birth (years),Published,2010,South-East Asia,,Sri Lanka,Male,69.4,69.4411
Life expectancy at birth (years),Published,2010,South-East Asia,,Sri Lanka,Female,77.3,77.25994
Life expectancy at birth (years),Published,2015,South-East Asia,,Sri Lanka,Both sexes,76.3,76.26894
Life expectancy at birth (years),Published,2015,Africa,,Lesotho,Male,45.1,45.07003
Life expectancy at birth (years),Published,2015,Africa,,Lesotho,Female,50.6,50.58294
Life expectancy at birth (years),Published,2015,Africa,,Lesotho,Both sexes,47.7,47.66742
Life expectancy at birth (years),Published,2015,Europe,,Lithuania,Male,69.1,69.09326
Life expectancy at birth (years),Published,2019,Europe,,Lithuania,Female,80.4,80.43407
Life expectancy at birth (years),Published,2019,Europe,,Lithuania,Both sexes,76,75.99383
Life expectancy at birth (years),Published,2019,Europe,,Luxembourg,Male,80.6,80.62149
Life expectancy at birth (years),Published,2019,Europe,,Luxembourg,Female,84.2,84.19806
Life expectancy at birth (years),Published,2019,Europe,,Luxembourg,Both sexes,82.4,82.41467
Life expectancy at birth (years),Published,2019,Europe,,Latvia,Male,70.6,70.58307
Life expectancy at birth (years),Published,2000,Europe,,Latvia,Both sexes,70.2,70.17654
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Morocco,Male,68.1,68.06345
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Morocco,Female,70.6,70.58601
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Morocco,Both sexes,69.3,69.34715
Life expectancy at birth (years),Published,2000,Europe,,Republic of Moldova,Male,63.1,63.14855
Life expectancy at birth (years),Published,2000,Europe,,Republic of Moldova,Female,70.5,70.52967
Life expectancy at birth (years),Published,2010,Europe,,Republic of Moldova,Female,73.1,73.10774
Life expectancy at birth (years),Published,2010,Europe,,Republic of Moldova,Both sexes,68.8,68.81108
Life expectancy at birth (years),Published,2010,Africa,,Madagascar,Male,61.4,61.43193
Life expectancy at birth (years),Published,2010,Africa,,Madagascar,Female,64.2,64.16717
